id,name,sku,description,price,special_price,erpstock_label,manufacturer_label,Processeur,Système d'exploitation,Mémoire RAM,Disque Dur,Carte mère,Carte Graphique,Dimensions,Garantie,Couleur
63260,Pc Portable DELL Vostro 3530 i5 13è Gén 12G 512Go SSD - Noir,N3409PVNB3530-12G,"Écran 15.6"" Full HD, 120Hz - Processeur: Intel Core i5-1334U (Up to 4.60 GHz Turbo max , 12 Mo de mémoire cache, 10-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go - Disque dur: 512 Go SSD - Carte graphique: Intel® UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Lecteur de carte mémoire SD 3.0, Prise jack d’alimentation - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1585,,En stock,DELL,Intel Core i5,FreeDos,12 Go,512 Go SSD,,"Intel® UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB",,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
58460,Pc Portable DELL Vostro 3530 i5 13è Gén 8G 512G SSD - Noir,N3409PVNB3530-W11P,"Écran 15.6"" Full HD, 120Hz - Processeur: Intel Core i5-1334U (Up to 4.60 GHz Turbo max , 12 Mo de mémoire cache, 10-Cores ) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 8 Go - Disque dur: 512 Go SSD - Carte graphique: Intel® UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Lecteur de carte mémoire SD 3.0, Prise jack d’alimentation - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1589,,En arrivage,DELL,Intel Core i5,Windows 11 Pro,8 Go,512 Go SSD,,"Intel® UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB",,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
68206,PC Portable DELL Pro 15 Essential Intel Core 3 100U 16Go 512Go SSD - Noir,PV15250-CORE3-16G,"Écran 15.6"" Full HD IPS, 120Hz - Processeur: Intel Core 3 100U (Up to 4.7 GHz Turbo max , 10Mo de mémoire cache, Hexa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1 port audio universel et Lecteur de carte SD - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1589,,En stock,DELL,"Intel Core 3 100U (Up to 4.7 GHz Turbo max , 10Mo de mémoire cache, Hexa",FreeDos,16 Go DDR5,512 Go SSD,,Intel UHD Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
63912,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8Go 512Go SSD - Silver,X1502VA-BQ905W,"Écran 15.6"" FULL HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12Mo Mémoire cache, Octa-Core )  - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combo 3,5 mm - Clavier chiclet avec touche numérique - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1599,,En stock,ASUS,Intel Core i5,Windows 11 Famille,8 Go,512 Go SSD,,"Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Silver
63915,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8G 512G SSD - Bleu,X1502VA-BQ903W,"Écran 15.6"" FULL HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12Mo Mémoire cache, Octa-Core )  - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combo 3,5 mm - Clavier chiclet avec touche numérique - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1599,,En stock,ASUS,Intel Core i5,Windows 11 Famille,8Go,512 Go SSD,,"Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Bleu
64994,PC Portable BMAX MaxBook X17 Pro AMD Ryzen 7 32Go 1To SSD ,BMAX-X17PRO,"Écran 15.6"" Full HD, IPS - Processeur: AMD Ryzen 7 7730U ( 2 GHz up to 4.5 GHz Turbo max , 16Mo de mémoire cache, Octa-Core ) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 32 Go DDR4 - Disque Dur: 1 To SSD - Carte Graphique: AMD Radeon Graphics avec Wi-Fi, Bluetooth, 3x USB 3.2, 1x HDMI, Prise casque stéréo 3,5 mm, Lecteur de carte Micro SD - Clavier pleine taille - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1599,,Epuisé,BMAX,"AMD Ryzen 7 7730U ( 2 GHz up to 4.5 GHz Turbo max , 16Mo de mémoire cache, Octa",Windows 11 Pro,32 Go DDR4,1 To SSD,,AMD Radeon Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Gris
68910,PC Portable LENOVO IdeaPad Slim 3 15IRH10 i5 13è Gén 8G 512Go SSD - Gris,83K100E6FG,"Écran 15.3"" WUXGA, IPS - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12 Mo de mémoire cache, Octa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi - Bluetooth, 2x USB-A 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI® 1.4, 1x prise combinée casque/microphone (3,5 mm) et Lecteur de carte SD - Clavier français / arabe - Couleur: Gris Luna - Garantie: 2 ans Retrait en Magasin ou Livraison Gratuite *",1599,,En stock,LENOVO,Intel Core i5,FreeDos,8 Go DDR5,512 Go SSD,,Intel UHD Graphics avec Wifi,,2 ans Retrait en Magasin ou Livraison Gratuite *,Gris Luna
67831,PC Portable ASUS Vivobook 15 M1502YA AMD RYZEN7 16Go 512G SSD - Silver,M1502YA-BQ652W-16G,"Écran 15.6"" Full HD - Processeur: AMD Ryzen™ 7 5825U ( 2 GHz up to 4.5 GHz Turbo max , 16 Mo de mémoire cache, Octa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeon™ Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3.5mm - Clavier Chiclet - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1609,,En arrivage,ASUS,"AMD Ryzen™ 7 5825U ( 2 GHz up to 4.5 GHz Turbo max , 16 Mo de mémoire cache, Octa",Windows 11 Famille,16 Go DDR4,512 Go SSD,,AMD Radeon™ Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Silver
58658,PC Portable ASUS Vivobook 15 M1502YA AMD RYZEN 7 8Go 512Go SSD - Bleu,M1502YA-NJ218W,"Écran 15.6"" Full HD - Processeur: AMD Ryzen™ 7 7730U ( 2 GHz up to 4.5 GHz Turbo max , 16 Mo de mémoire cache, Octa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeon™ Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3,5 mm, 1x Entrée CC - Clavier Chiclet - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1625,,En stock,ASUS,"AMD Ryzen™ 7 7730U ( 2 GHz up to 4.5 GHz Turbo max , 16 Mo de mémoire cache, Octa",Windows 11 Famille,8 Go DDR4,512 Go SSD,,AMD Radeon™ Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Bleu
66890,PC Portable LENOVO IdeaPad Slim 3 15IRH10 i5 8Go 512Go SSD Gris,BU-83K100E6FG,"Écran 15.3"" WUXGA, IPS - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12 Mo de mémoire cache, Octa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8Go DDR5 - Disque Dur: 512Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi - Bluetooth, 2x USB-A 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI® 1.4, 1x prise combinée casque/microphone (3,5 mm) et Lecteur de carte SD - Clavier français / arabe - Couleur: Gris Luna - Garantie: 2 ans + Souris Lenovo 540 Compacte Retrait en Magasin ou Livraison Gratuite *",1629,,En stock,LENOVO,Intel Core i5,FreeDos,8Go DDR5,512Go SSD,,Intel UHD Graphics avec Wifi,,2 ans + Souris Lenovo 540 Compacte Retrait en Magasin ou Livraison Gratuite *,Gris Luna
67968,PC Portable DELL 15 i5 13è Gén 16G 512Go SSD - Noir,DC15250-I5-16G-W11P,"Écran 15.6"" Full HD IPS, 120Hz - Processeur: Intel Core i5-1334U (Up to 4.60 GHz Turbo max , 12Mo de mémoire cache, 10-Cores ) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 16 Go - Disque dur: 512 Go SSD - Carte graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, USB 3.2 Gen 1, USB 2.0, 1x HDMI 1.4, 1 port audio universel et Lecteur de carte SD - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1629,,En arrivage,DELL,Intel Core i5,Windows 11 Pro,16 Go,512 Go SSD,,Intel UHD Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
67690,PC Portable ASUS Vivobook 15 X1504VA Intel Core 5 120U 8G 512Go SSD - Silver,X1504VA-BQ2881W,"Écran 15.6"" Full HD - Processeur: Intel Core 5 120U (Up to 5 GHz Turbo max , 12Mo Mémoire cache, 10-Cores ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3,5 mm - Clavier chiclet - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1649,,En stock,ASUS,"Intel Core 5 120U (Up to 5 GHz Turbo max , 12Mo Mémoire cache, 10",Windows 11 Famille,8 Go DDR4,512 Go SSD,,"Intel® Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Silver
66862,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gen 12G 512Go SSD - Silver,X1502VA-BQ905W-12G,"Écran 15.6"" FULL HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12Mo Mémoire cache, Octa-Core )  - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 12 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combo 3,5 mm - Clavier chiclet avec touche numérique - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1659,,En stock,ASUS,Intel Core i5,Windows 11 Famille,12 Go,512 Go SSD,,"Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Silver
66864,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gen 12G 512G SSD - Bleu,X1502VA-BQ903W-12G,"Écran 15.6"" FULL HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12Mo Mémoire cache, Octa-Core )  - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 12Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combo 3,5 mm - Clavier chiclet avec touche numérique - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1659,,En stock,ASUS,Intel Core i5,Windows 11 Famille,12Go,512 Go SSD,,"Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Bleu
59003,PC Portable HP 15-fd0042nk i5 13è Gén 8Go 512Go SSD - Silver,9D6W0EA,"Écran 15.6"" Full HD - Processeur: Intel Core i5-1334U (Up to 4.60 GHz Turbo max , 12 Mo de mémoire cache, 10-Cores ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4-3200 MHz - Disque Dur: 512Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier complet gris clair rétroéclairé avec pavé numérique - Couleur: Silver - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1665,,En arrivage,HP,Intel Core i5,Windows 11 Famille,8 Go DDR4,512Go SSD,,Intel Iris Xᵉ Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Silver
66179,PC Portable ASUS Vivobook 15 M1502YA AMD RYZEN 7 12Go 512Go SSD - Bleu,M1502YA-NJ218W-12G,"Écran 15.6"" Full HD - Processeur: AMD Ryzen™ 7 7730U ( 2 GHz up to 4.5 GHz Turbo max , 16 Mo de mémoire cache, Octa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 12 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeon™ Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3,5 mm, 1x Entrée CC - Clavier Chiclet - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1665,,En stock,ASUS,"AMD Ryzen™ 7 7730U ( 2 GHz up to 4.5 GHz Turbo max , 16 Mo de mémoire cache, Octa",Windows 11 Famille,12 Go DDR4,512 Go SSD,,AMD Radeon™ Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Bleu
66812,PC Portable DELL 16 Intel Core 5 120U 16Go 512Go SSD - Noir,DC16250-C5-16G,"Écran 16"" WUXGA IPS - Processeur: Intel Core 5 120U (Up to 5 GHz Turbo max , 12Mo de mémoire cache, 10-Cores ) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go - Disque dur: 512 Go SSD - Carte graphique: Intel® Graphics avec Wi-Fi, Bluetooth, 2x USB-A 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x HDMI 1.4, 1 prise jack audio universelle, 1 prise jack d’alimentation - Couleur: Noir - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1675,,En stock,DELL,"Intel Core 5 120U (Up to 5 GHz Turbo max , 12Mo de mémoire cache, 10",FreeDos,16 Go,512 Go SSD,,Intel® Graphics avec Wi,,1 an Retrait en Magasin ou Livraison Gratuite *,Noir
68133,PC Portable ASUS ExpertBook P1403 i5 13è Gén 8Go 512Go SSD - Gris,P1403CVA-S61050,"Écran 14'' Full HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12 Mo Mémoire cache, Octa-Core ) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec WiFi, Bluetooth, 2x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 1.4, 1x RJ45, 1x prise audio combinée 3,5 mm - Clavier Chiclet - Couleur: Gris - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1679,,Epuisé,ASUS,Intel Core i5,FreeDos,8 Go,512 Go SSD,,"Intel UHD Graphics avec WiFi, Bluetooth, 2x USB 3.2 Gen 1 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Gris
57487,PC Portable ASUS Vivobook 15 X1502VA i5 13è Gén 8G 512Go SSD - Bleu,X1502VA-NJ561W,"Écran 15.6"" Full HD - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max , 12Mo Mémoire cache, Octa-Core ) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x prise audio combinée 3,5 mm, 1x entrée CC - Clavier chiclet avec touche numérique - Couleur: Bleu - Garantie: 1 an Retrait en Magasin ou Livraison Gratuite *",1685,,En arrivage,ASUS,Intel Core i5,Windows 11 Famille,8 Go DDR4,512 Go SSD,,"Intel UHD Graphics avec Wifi, Bluetooth, 1x USB 2.0 Type",,1 an Retrait en Magasin ou Livraison Gratuite *,Bleu
